Objects
100
,,Global Angle (Quaternion) backpack:backpack2,,,,,,,Global Angle (Quaternion) head:headPattern,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm,,,,,mm,mm,mm
21228,0,0.287514,0.025763,-0.949146,0.125669,239.493,-2637.42,165.075,-0.11135,-0.419317,0.832416,0.344757,178.722,-2671.38,209.536
21229,0,0.2881,0.0259475,-0.949175,0.124064,239.497,-2637.55,165.127,-0.111244,-0.418237,0.833798,0.342758,178.768,-2671.41,209.534
21230,0,0.28893,0.0276298,-0.949012,0.123012,239.499,-2637.57,165.105,-0.111942,-0.419084,0.833369,0.342542,178.784,-2671.4,209.472
21231,0,0.287756,0.0266073,-0.949326,0.123568,239.539,-2637.56,165.124,-0.114725,-0.420897,0.832485,0.341545,178.868,-2671.33,209.534
21232,0,0.287775,0.0262745,-0.948863,0.127095,239.584,-2637.67,165.149,-0.111438,-0.4176,0.834454,0.341874,178.765,-2671.37,209.455
21233,0,0.288253,0.0265358,-0.949341,0.1223,239.562,-2637.55,165.079,-0.110635,-0.416235,0.83493,0.342637,178.85,-2671.3,209.515
21234,0,0.287308,0.0286154,-0.94988,0.119849,239.713,-2637.64,165.285,-0.112093,-0.416007,0.835368,0.341371,178.797,-2671.33,209.381
21235,0,0.28949,0.0267742,-0.949038,0.121679,239.557,-2637.52,165.082,-0.111187,-0.413608,0.836482,0.341854,178.813,-2671.26,209.427
21236,0,0.288181,0.025733,-0.949485,0.121525,239.607,-2637.4,165.103,-0.109544,-0.411465,0.837505,0.342466,178.853,-2671.27,209.499
21237,0,0.288774,0.0263122,-0.948936,0.124247,239.58,-2637.3,165.045,-0.118692,-0.4218,0.832914,0.33801,178.483,-2671.22,209.195
21238,0,0.288482,0.0267581,-0.949316,0.121907,239.644,-2637.53,165.11,-0.106775,-0.416919,0.834119,0.344996,178.867,-2671.27,209.581
21239,0,0.288202,0.0257443,-0.949682,0.119921,239.696,-2637.32,165.087,-0.110543,-0.41656,0.832858,0.347283,178.778,-2671.06,209.604
21240,0,0.289123,0.0254075,-0.949243,0.121248,239.679,-2637.19,165.04,-0.105361,-0.412987,0.83411,0.350143,178.956,-2671.01,209.781
21241,0,0.288922,0.0274513,-0.94937,0.12028,239.707,-2637.37,165.088,-0.106246,-0.418134,0.833054,0.346261,179.051,-2671.22,209.654
21242,0,0.288858,0.0275675,-0.94948,0.119532,239.732,-2637.37,165.092,-0.111926,-0.427528,0.82797,0.345193,179.152,-2671.18,209.727
21243,0,0.288476,0.0268952,-0.949503,0.120427,239.714,-2637.33,165.075,-0.112889,-0.431998,0.82503,0.346351,179.15,-2671.24,209.73
21244,0,0.287526,0.0270959,-0.949607,0.121821,239.69,-2637.49,165.1,-0.106732,-0.418514,0.83227,0.347536,179.191,-2671.19,209.749
21245,0,0.287606,0.0258322,-0.94976,0.120712,239.717,-2637.32,165.125,-0.110212,-0.419619,0.83266,0.344167,179.144,-2671.2,209.617
21246,0,0.288001,0.0268161,-0.949493,0.121656,239.669,-2637.37,165.104,-0.113168,-0.429176,0.827061,0.344921,179.188,-2671.17,209.706
21247,0,0.286829,0.0256477,-0.949881,0.121647,239.677,-2637.31,165.105,-0.108458,-0.419733,0.83202,0.346127,179.104,-2671.2,209.679
21248,0,0.288224,0.026881,-0.949504,0.121021,239.621,-2637.33,165.11,-0.109959,-0.420747,0.831959,0.344565,179.089,-2671.24,209.638
21249,0,0.28602,0.0240177,-0.949585,0.126112,239.641,-2637.42,165.174,-0.111168,-0.421149,0.831888,0.343857,179.026,-2671.27,209.583
21250,0,0.287367,0.0253456,-0.949659,0.122167,239.593,-2637.31,165.115,-0.106346,-0.418787,0.832083,0.347772,179.105,-2671.21,209.752
21251,0,0.288759,0.0265284,-0.949203,0.122179,239.537,-2637.35,165.112,-0.110252,-0.419639,0.832446,0.344648,179.041,-2671.21,209.62
21252,0,0.287831,0.0263794,-0.949307,0.123587,239.491,-2637.48,165.12,-0.112225,-0.427515,0.827818,0.345475,179.13,-2671.18,209.719
21253,0,0.287946,0.0264617,-0.949284,0.123481,239.476,-2637.5,165.115,-0.113758,-0.433634,0.823683,0.347228,179.048,-2671.26,209.678
21254,0,0.287376,0.0257933,-0.949352,0.124424,239.438,-2637.48,165.114,-0.114622,-0.434471,0.823405,0.346555,178.996,-2671.31,209.628
21255,0,0.287416,0.025418,-0.948723,0.129115,239.417,-2637.62,165.179,-0.113956,-0.432723,0.824092,0.347329,178.991,-2671.29,209.684
21256,0,0.287978,0.0255193,-0.94857,0.128968,239.386,-2637.64,165.185,-0.107015,-0.417484,0.83431,0.343775,178.872,-2671.25,209.625
21257,0,0.287841,0.0251902,-0.949064,0.125658,239.338,-2637.5,165.143,-0.11506,-0.419398,0.833659,0.340411,178.574,-2671.13,209.41
21258,0,0.289063,0.0262636,-0.948705,0.125343,239.317,-2637.51,165.127,-0.11973,-0.417317,0.83465,0.338924,178.419,-2671.04,209.294
21259,0,0.287718,0.0254491,-0.949053,0.125974,239.295,-2637.51,165.141,-0.133979,-0.430883,0.829159,0.329976,178.239,-2671.2,208.903
21260,0,0.288741,0.0264838,-0.948749,0.125708,239.261,-2637.5,165.136,-0.138412,-0.44009,0.825766,0.324458,178.175,-2671.22,208.382
21261,0,0.287442,0.0258519,-0.949178,0.12558,239.268,-2637.51,165.17,-0.141912,-0.442864,0.824697,0.321881,177.957,-2671.28,208.207
21262,0,0.286869,0.0245525,-0.948848,0.129581,239.27,-2637.59,165.21,-0.141836,-0.443051,0.824429,0.322343,177.691,-2671.24,208.342
21263,0,0.287585,0.0268577,-0.948914,0.127024,239.182,-2637.66,165.194,-0.13875,-0.436827,0.82541,0.329589,177.759,-2671,208.566
21264,0,0.287337,0.0254037,-0.948992,0.127301,239.163,-2637.54,165.19,-0.144299,-0.440192,0.824321,0.32543,177.618,-2670.99,208.47
21265,0,0.287416,0.0261557,-0.949224,0.125225,239.238,-2637.49,165.212,-0.142006,-0.438317,0.825134,0.326905,177.575,-2670.93,208.532
21266,0,0.287918,0.0260215,-0.949084,0.125162,239.206,-2637.5,165.192,-0.141657,-0.436785,0.825739,0.327578,177.599,-2670.88,208.611
21267,0,0.287545,0.0251185,-0.949142,0.125761,239.202,-2637.48,165.176,-0.140726,-0.436001,0.825962,0.328459,177.643,-2670.84,208.625
21268,0,0.286894,0.0244143,-0.949402,0.125427,239.217,-2637.38,165.199,-0.141278,-0.435397,0.8256,0.329933,177.675,-2670.77,208.641
21269,0,0.287304,0.0247181,-0.949015,0.127345,239.159,-2637.46,165.179,-0.146995,-0.4386,0.824461,0.326016,177.45,-2670.85,208.358
21270,0,0.289452,0.0242341,-0.948524,0.126224,239.069,-2637.23,165.125,-0.141374,-0.435674,0.825331,0.330197,177.709,-2670.71,208.651
21271,0,0.287107,0.025094,-0.94917,0.126557,239.169,-2637.47,165.205,-0.144862,-0.438372,0.824587,0.326956,177.66,-2670.72,208.597
21272,0,0.288138,0.0238398,-0.948705,0.12793,239.031,-2637.42,165.125,-0.141774,-0.435408,0.825627,0.329636,177.635,-2670.68,208.582
21273,0,0.287218,0.0238334,-0.949347,0.125212,239.179,-2637.33,165.21,-0.141561,-0.434316,0.825689,0.33101,177.667,-2670.66,208.634
21274,0,0.285975,0.0264806,-0.949711,0.124765,239.257,-2637.5,165.374,-0.144487,-0.436705,0.825034,0.328224,177.645,-2670.7,208.582
21275,0,0.287102,0.0240293,-0.949331,0.125557,239.139,-2637.3,165.214,-0.142319,-0.436509,0.825321,0.328709,177.593,-2670.74,208.611
21276,0,0.287587,0.0240564,-0.949133,0.125943,239.105,-2637.32,165.21,-0.140376,-0.434241,0.825693,0.331603,177.67,-2670.68,208.679
21277,0,0.287756,0.022631,-0.94882,0.128159,238.962,-2637.31,165.116,-0.14147,-0.434759,0.825418,0.331143,177.645,-2670.71,208.702
21278,0,0.288796,0.0237344,-0.94817,0.13041,238.884,-2637.48,165.11,-0.121413,-0.421731,0.829372,0.345751,178.13,-2670.43,209.721
21279,0,0.28691,0.0233461,-0.949284,0.126482,239.092,-2637.28,165.238,-0.119349,-0.42563,0.828365,0.344102,178.127,-2670.51,209.748
21280,0,0.287126,0.0225311,-0.948264,0.133587,238.901,-2637.57,165.175,-0.118485,-0.423219,0.8296,0.3444,178.131,-2670.46,209.801
21281,0,0.287259,0.0229782,-0.949157,0.126712,239.045,-2637.27,165.224,-0.118854,-0.424454,0.828763,0.344766,178.118,-2670.48,209.752
21282,0,0.288406,0.0228142,-0.948323,0.130323,238.832,-2637.39,165.078,-0.140404,-0.435431,0.825168,0.331339,177.577,-2670.68,208.786
21283,0,0.287713,0.020385,-0.94867,0.129734,238.85,-2637.12,165.078,-0.142535,-0.44023,0.824172,0.326531,177.651,-2670.73,208.747
21284,0,0.286696,0.0215541,-0.948543,0.13269,238.861,-2637.42,165.216,-0.113274,-0.424254,0.829436,0.345274,178.002,-2670.54,210.008
21285,0,0.287006,0.02202,-0.948847,0.129741,238.861,-2637.31,165.139,-0.139919,-0.437103,0.826107,0.326971,177.582,-2670.78,208.682
21286,0,0.287567,0.022288,-0.948755,0.129122,238.834,-2637.31,165.156,-0.137012,-0.438053,0.825244,0.329105,177.382,-2670.84,208.87
21287,0,0.287646,0.0218521,-0.948761,0.128978,238.791,-2637.24,165.152,-0.113008,-0.426107,0.829239,0.343549,177.987,-2670.62,209.981
21288,0,0.287745,0.0212975,-0.948696,0.129325,238.792,-2637.28,165.185,-0.110946,-0.426426,0.83036,0.341108,177.944,-2670.66,210.035
21289,0,0.288201,0.0195911,-0.94865,0.128914,238.743,-2637.08,165.12,-0.111493,-0.427247,0.830304,0.340035,177.909,-2670.68,210.027
21290,0,0.287382,0.0208558,-0.948354,0.132672,238.747,-2637.39,165.249,-0.112184,-0.428267,0.829987,0.339298,177.872,-2670.7,210.017
21291,0,0.286412,0.0200526,-0.948676,0.132591,238.79,-2637.4,165.25,-0.119207,-0.431689,0.826684,0.340629,178.033,-2670.66,210.093
21292,0,0.286452,0.0219283,-0.948776,0.131487,238.794,-2637.5,165.307,-0.108008,-0.42741,0.827883,0.346794,178.003,-2670.57,210.157
21293,0,0.287652,0.0220278,-0.948718,0.129248,238.747,-2637.34,165.223,-0.120499,-0.433739,0.824455,0.342963,178.06,-2670.67,210.016
21294,0,0.286142,0.0195051,-0.948717,0.132961,238.724,-2637.37,165.236,-0.12098,-0.436308,0.822375,0.344527,178.069,-2670.68,210.013
21295,0,0.28648,0.0223039,-0.949351,0.127136,238.829,-2637.25,165.287,-0.120642,-0.435634,0.822461,0.345292,178.086,-2670.64,210.03
21296,0,0.28647,0.0197282,-0.948824,0.131449,238.674,-2637.27,165.186,-0.119937,-0.434959,0.822667,0.345897,178.067,-2670.6,210.027
21297,0,0.286544,0.0197022,-0.948809,0.131397,238.656,-2637.31,165.213,-0.120846,-0.436079,0.82208,0.345565,177.998,-2670.62,209.98
21298,0,0.287174,0.0205739,-0.948787,0.130043,238.627,-2637.24,165.194,-0.12067,-0.435429,0.822815,0.344698,177.947,-2670.65,209.963
21299,0,0.287109,0.0213582,-0.948835,0.129707,238.615,-2637.32,165.237,-0.1209,-0.436009,0.822687,0.344187,177.886,-2670.67,209.958
21300,0,0.286485,0.0195116,-0.948785,0.131733,238.609,-2637.3,165.224,-0.136258,-0.445933,0.819201,0.333896,177.444,-2670.85,209.318
21301,0,0.286829,0.0202905,-0.9487,0.131473,238.599,-2637.32,165.253,-0.133593,-0.448565,0.819443,0.33084,177.414,-2670.97,209.304
21302,0,0.287654,0.0210471,-0.948712,0.129456,238.577,-2637.26,165.215,-0.122952,-0.439959,0.821473,0.341323,177.817,-2670.72,209.893
21303,0,0.286983,0.0196631,-0.948655,0.131555,238.579,-2637.27,165.235,-0.137894,-0.44922,0.817382,0.333277,177.405,-2670.8,209.277
21304,0,0.286744,0.0200603,-0.948818,0.130841,238.575,-2637.27,165.231,-0.124513,-0.439664,0.820155,0.344294,177.838,-2670.63,209.878
21305,0,0.286787,0.0212018,-0.948935,0.129716,238.555,-2637.31,165.254,-0.137876,-0.449662,0.817139,0.333284,177.402,-2670.79,209.276
21306,0,0.287235,0.0207607,-0.948919,0.128906,238.553,-2637.22,165.2,-0.123537,-0.438879,0.821331,0.34284,177.808,-2670.61,209.879
21307,0,0.286432,0.0201535,-0.948863,0.131186,238.547,-2637.33,165.252,-0.121749,-0.437304,0.82182,0.344318,177.851,-2670.6,209.909
21308,0,0.285743,0.0197238,-0.949,0.131758,238.542,-2637.34,165.267,-0.137797,-0.448577,0.817962,0.33276,177.371,-2670.79,209.25
21309,0,0.286454,0.0195234,-0.948844,0.131367,238.523,-2637.31,165.234,-0.124286,-0.438633,0.821715,0.341963,177.774,-2670.66,209.839
21310,0,0.286174,0.0196903,-0.948996,0.130857,238.547,-2637.27,165.269,-0.122114,-0.436996,0.822303,0.343424,177.8,-2670.63,209.909
21311,0,0.286727,0.0196162,-0.948826,0.130889,238.546,-2637.26,165.212,-0.120182,-0.434093,0.822998,0.346112,177.898,-2670.55,210.024
21312,0,0.286925,0.0194526,-0.9488,0.130671,238.525,-2637.14,165.149,-0.13581,-0.444291,0.819714,0.335009,177.435,-2670.69,209.335
21313,0,0.286671,0.019978,-0.948907,0.130367,238.526,-2637.15,165.163,-0.133038,-0.44676,0.819744,0.332755,177.447,-2670.76,209.333
21314,0,0.286529,0.0199417,-0.9489,0.130739,238.514,-2637.17,165.15,-0.1321,-0.445996,0.820394,0.332553,177.467,-2670.77,209.305
21315,0,0.286545,0.0190819,-0.948796,0.131585,238.512,-2637.18,165.201,-0.132319,-0.445882,0.820518,0.332311,177.446,-2670.77,209.309
21316,0,0.286823,0.0189564,-0.948793,0.13102,238.49,-2637.09,165.127,-0.131892,-0.445178,0.82083,0.332654,177.443,-2670.77,209.338
21317,0,0.286585,0.0200315,-0.948834,0.131078,238.561,-2637.23,165.225,-0.133207,-0.447493,0.819626,0.331994,177.398,-2670.8,209.302
21318,0,0.287071,0.0192102,-0.948897,0.129678,238.539,-2637.07,165.113,-0.132435,-0.445674,0.820327,0.333017,177.438,-2670.75,209.346
21319,0,0.286365,0.0194285,-0.948809,0.131827,238.562,-2637.22,165.214,-0.132606,-0.445517,0.820508,0.332713,177.464,-2670.72,209.364
21320,0,0.286505,0.0205749,-0.948973,0.130162,238.557,-2637.19,165.172,-0.132093,-0.445065,0.820735,0.33296,177.504,-2670.69,209.355
21321,0,0.286044,0.0194144,-0.948864,0.132129,238.576,-2637.2,165.19,-0.133163,-0.447082,0.819882,0.331932,177.516,-2670.71,209.325
21322,0,0.287056,0.019262,-0.948758,0.130711,238.558,-2637.08,165.112,-0.132498,-0.445668,0.820215,0.333274,177.544,-2670.66,209.371
21323,0,0.286522,0.0213227,-0.948842,0.130955,238.584,-2637.23,165.208,-0.132617,-0.446944,0.819662,0.332878,177.553,-2670.68,209.336
21324,0,0.286129,0.0187885,-0.948833,0.132261,238.583,-2637.14,165.165,-0.132964,-0.445566,0.819992,0.333773,177.582,-2670.6,209.334
21325,0,0.287259,0.0202136,-0.948821,0.12966,238.575,-2637.1,165.109,-0.144146,-0.453665,0.819379,0.319417,177.058,-2670.73,208.566
21326,0,0.287413,0.0202796,-0.94872,0.13005,238.607,-2637.12,165.131,-0.136013,-0.448787,0.818983,0.330693,177.523,-2670.67,209.229
21327,0,0.286979,0.0187667,-0.948869,0.130149,238.594,-2636.99,165.074,-0.145806,-0.454375,0.81835,0.320293,177.057,-2670.75,208.533
21328,0,0.286995,0.0203139,-0.948856,0.129974,238.619,-2637.09,165.141,-0.136639,-0.450809,0.818118,0.329825,177.564,-2670.72,209.205
21329,0,0.286706,0.0194974,-0.948887,0.130512,238.583,-2637.03,165.096,-0.111181,-0.433916,0.824804,0.345041,177.899,-2670.31,210.024
21330,0,0.287442,0.020437,-0.948406,0.132229,238.537,-2637.24,165.076,-0.141632,-0.44685,0.822622,0.321806,177.13,-2670.71,208.715
21331,0,0.287947,0.0214362,-0.948528,0.130081,238.581,-2637.25,165.182,-0.140665,-0.447034,0.822843,0.321408,177.101,-2670.7,208.683
21332,0,0.286142,0.020077,-0.94906,0.130401,238.624,-2637.19,165.194,-0.140777,-0.442119,0.822818,0.328151,177.543,-2670.58,208.896
21333,0,0.28679,0.0207093,-0.948853,0.130383,238.574,-2637.15,165.155,-0.134269,-0.440865,0.823139,0.331741,177.562,-2670.57,209.271
21334,0,0.286389,0.0195904,-0.948658,0.132835,238.553,-2637.21,165.183,-0.13492,-0.448279,0.819148,0.331419,177.532,-2670.63,209.211
21335,0,0.287635,0.0200953,-0.9486,0.130462,238.53,-2637.04,165.112,-0.132851,-0.445935,0.820025,0.333243,177.526,-2670.64,209.288
21336,0,0.286903,0.0200926,-0.94893,0.129675,238.543,-2637.05,165.136,-0.132464,-0.444498,0.82031,0.334613,177.527,-2670.59,209.294
21337,0,0.286288,0.019743,-0.948831,0.131789,238.55,-2637.18,165.209,-0.130513,-0.436599,0.822754,0.33974,177.822,-2670.42,209.393
21338,0,0.286763,0.0206665,-0.948698,0.131575,238.53,-2637.28,165.211,-0.13923,-0.443349,0.8203,0.333415,177.488,-2670.57,209.157
21339,0,0.28693,0.0200166,-0.948652,0.131644,238.533,-2637.23,165.214,-0.134798,-0.443633,0.820539,0.334267,177.54,-2670.6,209.234
21340,0,0.287066,0.0192259,-0.948561,0.132116,238.488,-2637.17,165.151,-0.133031,-0.446758,0.82012,0.331832,177.507,-2670.72,209.21
21341,0,0.287563,0.0200304,-0.948659,0.130203,238.497,-2637.11,165.12,-0.13266,-0.445849,0.819693,0.334249,177.501,-2670.61,209.202
21342,0,0.287173,0.0200329,-0.948581,0.131619,238.51,-2637.23,165.197,-0.139255,-0.444359,0.820684,0.331106,177.534,-2670.59,208.789
21343,0,0.28698,0.0205416,-0.948641,0.131529,238.499,-2637.16,165.148,-0.134468,-0.446452,0.820223,0.331412,177.428,-2670.68,209.159
21344,0,0.287658,0.0193611,-0.948477,0.131415,238.509,-2637.1,165.1,-0.133024,-0.445285,0.820349,0.333247,177.454,-2670.66,209.189
21345,0,0.288159,0.0215279,-0.948391,0.130593,238.513,-2637.25,165.183,-0.13884,-0.444434,0.820492,0.331655,177.532,-2670.66,208.818
21346,0,0.287297,0.0199387,-0.948502,0.13193,238.526,-2637.24,165.177,-0.137536,-0.436798,0.82424,0.333046,177.621,-2670.65,208.927
21347,0,0.287174,0.0212746,-0.948686,0.130662,238.539,-2637.2,165.186,-0.133776,-0.439618,0.823372,0.333014,177.566,-2670.68,209.189
21348,0,0.287468,0.0209372,-0.948276,0.13303,238.506,-2637.39,165.163,-0.139273,-0.441808,0.821352,0.332851,177.665,-2670.67,208.779
21349,0,0.288544,0.0199878,-0.94818,0.131518,238.504,-2637.11,165.123,-0.139972,-0.434209,0.823247,0.337839,177.812,-2670.58,208.808
21350,0,0.288524,0.020663,-0.948357,0.130177,238.53,-2637.12,165.115,-0.142674,-0.431992,0.821655,0.34338,177.915,-2670.46,208.783
21351,0,0.288046,0.0198116,-0.948346,0.131441,238.54,-2637.14,165.113,-0.136529,-0.424182,0.821207,0.356438,178.463,-2670.32,209.044
21352,0,0.288212,0.0194576,-0.947973,0.133798,238.519,-2637.3,165.188,-0.149148,-0.42766,0.814807,0.361871,178.394,-2670.14,208.769
21353,0,0.288642,0.0181421,-0.947971,0.133075,238.535,-2637.24,165.134,-0.153096,-0.425454,0.810981,0.371296,178.917,-2670.24,208.386
21354,0,0.289802,0.0201047,-0.947855,0.131073,238.483,-2637.19,165.117,-0.146369,-0.415839,0.806647,0.393668,179.416,-2670.16,208.896
21355,0,0.289008,0.0183035,-0.947793,0.133523,238.49,-2637.33,165.141,-0.148009,-0.414517,0.801577,0.404653,179.656,-2670,208.891
21356,0,0.289314,0.0180574,-0.947689,0.133634,238.508,-2637.36,165.143,-0.150888,-0.409746,0.793558,0.423801,180.485,-2669.72,208.859
21357,0,0.290818,0.0196598,-0.947653,0.130356,238.501,-2637.28,165.128,-0.157064,-0.407302,0.787916,0.434309,180.718,-2669.34,208.83
21358,0,0.286483,0.00934676,-0.948375,0.135739,238.581,-2637.18,165.072,-0.161893,-0.406378,0.785222,0.438262,180.804,-2669.07,208.627
21359,0,0.286698,0.00730188,-0.94765,0.140394,238.482,-2637.14,164.963,-0.168321,-0.392073,0.789094,0.441903,180.375,-2668.64,208.241
21360,0,0.287316,0.0119255,-0.94742,0.140367,238.489,-2637.29,165.072,-0.171072,-0.388791,0.790414,0.441385,180.403,-2668.42,208.134
21361,0,0.285525,0.00584002,-0.948125,0.139644,238.533,-2637.28,164.986,-0.172946,-0.3842,0.791771,0.442243,180.484,-2668.24,208.082
21362,0,0.286851,0.00994285,-0.947888,0.138299,238.564,-2637.41,165.045,-0.179567,-0.394735,0.785977,0.440659,180.417,-2668.1,207.965
21363,0,0.286245,0.00551061,-0.948136,0.138101,238.573,-2637.28,165.009,-0.18115,-0.400631,0.780971,0.44358,180.462,-2668.19,207.937
21364,0,0.287919,0.0105416,-0.948008,0.135177,238.547,-2637.41,165.05,-0.181685,-0.403045,0.778858,0.444889,180.48,-2668.23,207.922
21365,0,0.28804,0.0107905,-0.94803,0.134744,238.538,-2637.41,165.03,-0.180843,-0.402716,0.778787,0.445653,180.498,-2668.25,207.928
21366,0,0.288271,0.0107343,-0.948017,0.134344,238.554,-2637.42,165.009,-0.182914,-0.411793,0.774729,0.44358,180.469,-2668.2,207.988
21367,0,0.286207,0.00563246,-0.948401,0.136345,238.604,-2637.26,165.028,-0.182731,-0.414108,0.773361,0.443888,180.454,-2668.21,207.982
21368,0,0.285387,0.00443425,-0.948104,0.14012,238.554,-2637.34,165.025,-0.179385,-0.409118,0.774694,0.447541,180.523,-2668.22,207.89
21369,0,0.287023,0.00889736,-0.947717,0.139181,238.539,-2637.36,164.997,-0.182209,-0.403886,0.77776,0.445832,180.498,-2668.24,207.838
21370,0,0.287709,0.0106033,-0.947823,0.136903,238.555,-2637.42,165.05,-0.183667,-0.413175,0.773698,0.443784,180.454,-2668.19,207.968
21371,0,0.288728,0.0112395,-0.947995,0.133477,238.602,-2637.42,165.074,-0.180169,-0.407037,0.775568,0.44761,180.556,-2668.17,207.94
21372,0,0.285997,0.00589529,-0.948298,0.137482,238.642,-2637.31,165.037,-0.181816,-0.402881,0.777935,0.446595,180.538,-2668.17,207.903
21373,0,0.285652,0.00443855,-0.948045,0.139977,238.604,-2637.33,164.995,-0.182058,-0.40144,0.778406,0.446973,180.587,-2668.09,207.886
21374,0,0.288358,0.0107835,-0.947745,0.136059,238.569,-2637.27,164.941,-0.182006,-0.401742,0.778189,0.447101,180.609,-2668.06,207.911
21375,0,0.28898,0.0114796,-0.947963,0.133137,238.64,-2637.4,165.021,-0.181507,-0.400773,0.778802,0.447105,180.631,-2668.03,207.889
21376,0,0.287254,0.00775593,-0.948317,0.134611,238.643,-2637.28,165.004,-0.180904,-0.401514,0.77832,0.447525,180.664,-2668.04,207.902
21377,0,0.288696,0.0117798,-0.948013,0.133367,238.673,-2637.39,165.026,-0.180968,-0.399664,0.778834,0.44826,180.679,-2667.99,207.893
21378,0,0.286862,0.00788084,-0.948425,0.134674,238.701,-2637.28,165.01,-0.180182,-0.39946,0.778437,0.449446,180.712,-2667.98,207.931
21379,0,0.291104,0.0140027,-0.94819,0.126485,238.734,-2637.28,164.973,-0.179213,-0.398695,0.778958,0.449609,180.725,-2667.95,207.976
21380,0,0.288934,0.0127127,-0.948311,0.130621,238.732,-2637.37,164.988,-0.179585,-0.398787,0.778655,0.449906,180.725,-2667.93,207.984
21381,0,0.288933,0.011769,-0.94805,0.132592,238.746,-2637.41,165.022,-0.178987,-0.398722,0.778723,0.450082,180.736,-2667.93,208.025
21382,0,0.289465,0.0127356,-0.948178,0.130407,238.747,-2637.29,164.94,-0.181662,-0.40044,0.778658,0.447592,180.679,-2667.93,207.892
21383,0,0.289272,0.0137844,-0.94818,0.130714,238.743,-2637.4,164.997,-0.182481,-0.400482,0.778248,0.447935,180.664,-2667.87,207.915
21384,0,0.288787,0.0117849,-0.948149,0.132201,238.774,-2637.43,165.005,-0.181891,-0.399931,0.778703,0.447876,180.682,-2667.87,207.921
21385,0,0.288913,0.0116229,-0.948141,0.131997,238.784,-2637.37,164.99,-0.18107,-0.399972,0.778799,0.448004,180.698,-2667.87,207.962
21386,0,0.290161,0.0127737,-0.948052,0.129769,238.767,-2637.29,164.93,-0.182604,-0.399582,0.778677,0.447942,180.687,-2667.78,207.915
21387,0,0.286305,0.00728783,-0.948674,0.134141,238.85,-2637.33,164.988,-0.181589,-0.399691,0.779068,0.447578,180.703,-2667.84,207.936
21388,0,0.289355,0.0126821,-0.947984,0.13206,238.836,-2637.49,165.011,-0.182261,-0.398748,0.77936,0.447636,180.7,-2667.78,207.892
21389,0,0.289642,0.0136832,-0.94833,0.128803,238.839,-2637.4,164.941,-0.181955,-0.399143,0.779093,0.447874,180.703,-2667.77,207.919
21390,0,0.287725,0.00789226,-0.948762,0.130394,238.891,-2637.22,164.906,-0.182039,-0.399847,0.77875,0.447808,180.717,-2667.79,207.943
21391,0,0.289013,0.0129885,-0.948137,0.131681,238.9,-2637.5,164.995,-0.182439,-0.399618,0.77915,0.447154,180.714,-2667.82,207.947
21392,0,0.288883,0.0113802,-0.948113,0.132284,238.923,-2637.39,164.905,-0.183604,-0.400262,0.778455,0.447312,180.73,-2667.78,207.932
21393,0,0.28875,0.012429,-0.948163,0.132119,238.948,-2637.51,164.955,-0.183516,-0.399867,0.779298,0.446232,180.74,-2667.77,207.986
21394,0,0.287474,0.0129317,-0.948718,0.130863,239.086,-2637.46,165.047,-0.184102,-0.400607,0.779858,0.444344,180.743,-2667.78,207.987
21395,0,0.288674,0.0148062,-0.948607,0.128813,238.989,-2637.53,164.994,-0.184788,-0.399174,0.779808,0.445435,180.798,-2667.7,208.025
21396,0,0.289194,0.0149224,-0.949001,0.124663,239.117,-2637.35,164.99,-0.184692,-0.398379,0.780401,0.445149,180.854,-2667.71,208.138
21397,0,0.287972,0.0133256,-0.948716,0.129737,239.125,-2637.52,165.044,-0.186958,-0.399862,0.779765,0.443987,180.837,-2667.68,208.129
21398,0,0.285473,0.00849085,-0.949409,0.1306,239.13,-2637.31,164.973,-0.186397,-0.400404,0.779919,0.443462,180.843,-2667.73,208.111
21399,0,0.286954,0.0133815,-0.949129,0.12897,239.18,-2637.51,165.072,-0.166804,-0.383063,0.785496,0.456547,181.248,-2667.64,208.546
21400,0,0.288135,0.0140592,-0.94878,0.128832,239.03,-2637.51,164.956,-0.182618,-0.397274,0.780372,0.447038,181.011,-2667.68,208.306
21401,0,0.285812,0.00793641,-0.949476,0.129395,239.174,-2637.26,165.004,-0.165955,-0.382872,0.785268,0.457409,181.324,-2667.66,208.629
21402,0,0.28746,0.0143415,-0.949199,0.127212,239.141,-2637.49,165.047,-0.166581,-0.378119,0.787376,0.45751,181.331,-2667.73,208.786
21403,0,0.288821,0.0137442,-0.94888,0.126572,239.109,-2637.45,165.011,-0.176292,-0.378983,0.787959,0.45212,181.016,-2667.6,208.431
21404,0,0.286829,0.0128668,-0.948888,0.131052,239.123,-2637.61,165.105,-0.173623,-0.374274,0.7927,0.448777,181.123,-2667.63,208.468
21405,0,0.288544,0.0157842,-0.948643,0.128719,239.034,-2637.67,165.039,-0.165411,-0.36847,0.79251,0.456943,181.409,-2667.61,209.001
21406,0,0.287622,0.0141235,-0.949049,0.127987,239.073,-2637.6,165.056,0.096905,-0.0714902,-0.0750549,0.989881,188.862,-2683.43,223.251
21407,0,0.286032,0.00759927,-0.949349,0.129864,239.096,-2637.39,165.035,0.102903,-0.0712924,-0.0774024,0.989109,189.113,-2683.58,223.058
